metab_id	Metabolite	Compound	ID	m/z	Retention time	Mode	Adducts	Formula	Fragmentation Score	Theoretical Fragmentation Score	level	Mass Error (ppm)	KEGG Compound ID	Library ID	compound_source	CAS ID	drugbank_id	drugbank	Score	SMILES	ORG_1	ORG_2	ORG_3	ORG_4	ORG_5	ORG_6	ORG_7	ORG_8	ORG_9	ELC_1	ELC_2	ELC_3	ELC_4	ELC_5	ELC_6	ELC_7	ELC_8	ELC_9	ELC_10	ELC_11	CON_1	CON_2	CON_3	CON_4	CON_5	CON_6	CON_7	CON_8	CON_9	CON_10	QC01	QC02	QC03
metab_5254	Sulfo-Ciprofloxacin	4.82_867.1774m/z	neg_1838	867.1773742	4.82475	neg	2M+FA-H	C17H18FN3O6S	0	46.5	B(ii)	-1.091874762	-	HMDB0258588	nonnatural	-	-	-	45.3	O=C(O)C1=C(S(=O)(=O)O)N(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O	7.75569343	7.621039561	7.808656285	7.666623156	7.671199473	7.733214121	7.954202229	7.696784283	7.933391978	7.620437915	7.803754938	7.562834175	7.561965693	7.631024843	7.788946181	7.763063622	7.644062404	7.848047823	7.703638175	7.76553008	7.561975225	7.507893081	7.540918521	7.685579755	7.63376703	7.587729874	7.915190907	7.83817868	7.88445409	7.882567277	7.723051932	7.733317924	7.736733032
metab_5255	"5,7-Dihydroxyflavanone"	4.83_255.0662m/z	neg_1839	255.0662161	4.83275	neg	M-H	C15H12O4	61.6	0	B(i)	-0.258899939	C09827	HMDB0030808	-	480-39-7	-	-	50.5	O=C1CC(C2=CC=CC=C2)OC2=CC(O)=CC(O)=C12	5.86701988	5.762725485	5.891386506	5.761769785	5.801415872	5.865179041	6.034327695	5.781677014	5.87518233	5.64787411	5.857868506	5.622077274	5.618486302	5.705109262	5.870790246	5.772142126	5.701354785	5.947181897	5.763811675	5.830511497	5.631324986	5.695031455	5.711002044	5.794574175	5.756805348	5.736464284	6.057487207	5.900199342	5.896142107	5.941761035	5.815753304	5.838375448	5.807877949
metab_5256	metab_5256	4.83_515.0839m/z	neg_1840	515.083883	4.83275	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.291339457	5.03528578	5.416663462	4.794376778	5.055207173	5.156109003	5.597365871	5.028679845	5.312904785	4.702820555	5.15594306	4.719696297	4.824213899	4.762474258	5.265487664	4.965185523	4.931510914	5.276233529	4.707297419	4.969780131	4.339116414	4.555799995	4.269622634	5.120786396	5.131725449	4.94714936	5.445809997	5.188769618	5.167820207	5.263957553	5.089354871	5.217764039	5.150285076
metab_5257	Kaempferol 3-Gentiobioside-7-Rhamnoside	4.83_791.1806m/z	neg_1841	791.1805699	4.83275	neg	M+Cl	C33H40O20	95.8	0	B(i)	-0.16543828	-	LMPK12111762	-	0	-	-	57	CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)=C(C4=CC=C(O)C=C4)OC3=C2)C(O)C(O)C1O	5.799128767	6.145355202	5.861875386	6.331881644	6.333489624	6.201035047	6.13631532	6.418357698	5.906391136	6.087641431	5.938871028	6.356117969	6.056016371	6.220357883	6.247263213	6.254775171	6.215395247	6.297631444	6.172310339	6.225281208	5.926434999	5.916968542	5.521912028	6.317945792	6.19010499	6.172412112	5.894713309	5.51081019	5.460357879	5.690341408	6.117280684	6.139096094	6.178088058
metab_5258	metab_5258	4.83_818.1999m/z	neg_1842	818.1999077	4.83275	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.929396073	7.067127401	6.92023046	7.252318945	7.18269974	7.082795096	6.990083001	7.208079183	6.799015353	6.932645921	6.802408469	7.166131826	6.964347622	7.033566259	7.081197838	7.091285378	7.08240501	7.073877013	7.043182027	7.062647557	6.975552931	6.945945594	6.607432025	7.140795752	7.194794478	7.053756755	6.79284009	6.729688193	6.420130564	6.675895431	7.022403724	7.04320852	7.041697997
metab_5259	metab_5259	4.84_428.0954m/z	neg_1843	428.0953645	4.84075	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.510527456	5.76914542	5.53550254	5.313415814	5.346326367	5.35309668	5.619505861	5.519206854	5.478420408	5.273274144	5.559871414	5.842281927	5.226042012	5.278661653	5.497418939	5.317787033	5.251584139	5.52466889	5.38816158	5.44728243	5.244374562	5.255445889	5.407544926	5.474175136	5.318801987	5.197841048	5.842290814	5.519360555	5.749937253	5.710839933	5.504379527	5.517324466	5.510975039
metab_5260	3-[4-(1-Imidazolylmethyl)Phenyl]-2-Propenoic Acid	4.85_263.0596m/z	neg_1844	263.0595645	4.848716667	neg	M+Cl	C13H12N2O2	0	62.4	B(ii)	1.251799831	-	HMDB0245302	-	-	-	-	49.7	O=C(O)C=CC1=CC=C(CN2C=CN=C2)C=C1	5.210909394	5.211790134	5.000429502	5.229644438	4.938009689	5.346981305	3.829710878	4.101222918	3.62373328	3.634609069	4.394871862	4.887943971	4.97924156	4.612802488	4.819554641	3.423308049	3.769829022	4.072371039	4.910120843	4.276332775	5.42669918	4.887768583	4.956335168	5.33011795	5.132781598	4.656647922	5.537071445	4.714104443	4.505631901	5.099745198	4.828767641	4.990931351	4.99702225
metab_5261	Calophymembranside B	4.86_461.1664m/z	neg_1845	461.1664071	4.856683333	neg	M-H	C20H30O12	61.6	0	B(i)	-0.092731295	-	-	-	-	-	-	50.6	CC1OC(OCC2OC(OC3=C(O)C=CC(CCO)=C3)C(O)C(O)C2O)C(O)C(O)C1O	5.982069115	5.987824906	5.97404479	6.024547858	5.813178123	5.523788677	6.376917063	6.407223685	6.80406179	6.110198396	6.324841776	6.289605244	5.965740641	6.197000894	5.81017267	6.027862874	6.158980424	6.401681636	5.948204782	6.284216961	6.179047619	6.00906016	5.687690101	5.920617088	6.108085153	6.012071008	6.132144855	6.249904962	6.256891348	6.216997928	6.169942837	6.177916666	6.188592987
metab_5262	metab_5262	4.86_249.0802m/z	neg_1846	249.0801653	4.864616667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.413810832	5.097361792	5.547475524	4.858307978	5.102758113	5.000592253	3.869157531	4.076835838	3.849392593	4.556151353	5.161338558	5.71861806	5.475391069	6.082415461	3.936987346	4.142437427	4.151016881	4.561283015	5.590561868	4.362632096	4.527646551	5.051037888	4.25517069	4.852800628	4.966686193	4.74127834	4.793642511	5.304975723	5.533465443	5.283422706	5.245727475	5.268019097	5.242159713
metab_5263	Catechin 7-Glucoside	4.86_497.1338m/z	neg_1847	497.1338304	4.864616667	neg	M+FA-H	C21H24O11	0	62	B(ii)	8.329260954	C09617	HMDB0037949	-	65597-47-9	-	-	48.9	OCC1OC(OC2=CC(O)=C3CC(O)C(C4=CC(O)=C(O)C=C4)OC3=C2)C(O)C(O)C1O	6.419525126	6.778266592	6.272601579	5.235643134	5.492570362	5.777693812	4.905016469	6.464866891	4.927432419	5.476120544	6.122258742	7.190401178	6.049365711	5.54549015	5.976717217	3.309906308	5.084040896	5.233416787	5.933575564	4.960549754	5.138619073	4.607612487	5.085377073	5.856774288	5.923972482	5.4471908	6.629747634	5.324077011	6.542575065	6.413664677	6.21070492	6.208502982	6.202476409
metab_5264	"1,2,4,6-Tetragalloylglucose"	4.86_787.1005m/z	neg_1848	787.1004666	4.864616667	neg	M-H	C34H28O22	77.6	0	B(i)	0.660478412	-	-	-	-	-	-	53.8	O=C(OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C1OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1	6.809859779	6.716016846	6.751562643	7.257088866	7.487360116	7.320491683	7.227760166	7.392254917	7.315807364	7.110429186	6.903761531	6.650158065	6.729423212	7.31647497	7.07778981	6.577973621	6.784931926	6.908097307	7.080010439	6.824146954	6.458297779	5.687680625	5.733786059	7.073321789	6.748662767	7.367041065	6.628871357	6.340213932	6.851736118	6.646766446	7.011889978	7.035751773	7.024721113
metab_5265	Ellagic Acid Acetyl-Xyloside	4.87_475.0522m/z	neg_1849	475.0521723	4.872583333	neg	M-H	C21H16O13	0	78.9	B(ii)	0.752439025	-	HMDB0301705	-	476-66-4	DB08846	drug	52.8	CC(=O)OC1COC(OC2=CC3=C4C(=C2O)OC(=O)C2=CC(O)=C(O)C(=C24)OC3=O)C(O)C1O	4.90164193	4.886546107	5.071546765	5.063932603	4.959635113	5.177083806	4.992904211	5.13339282	4.998528467	5.114693088	5.338624979	5.20393654	4.772378347	5.739773497	5.157067427	5.127948372	5.050894243	5.433561387	5.264422247	5.246567292	5.443317874	5.310238549	5.034290912	5.133726256	5.108860626	5.216654861	4.909875138	5.187493174	5.003809014	4.961735147	5.190212747	5.214571459	5.170272475
metab_5266	Naringenin 7-Rhamnoglucoside	4.88_579.1717m/z	neg_1850	579.171662	4.88055	neg	M-H	C27H32O14	88.7	0	B(i)	-0.460674001	-	-	-	-	-	-	55.1	CC1OC(OC2C(OC3=CC(O)=C4C(=O)CC(C5=CC=C(O)C=C5)OC4=C3)OC(CO)C(O)C2O)C(O)C(O)C1O	5.892181631	5.599177269	5.73500377	5.942312057	5.802989434	5.986795409	5.757676773	5.926755546	5.663557157	5.674167501	5.663543773	5.961899686	5.792197002	5.853351181	6.093955002	5.965713408	5.534654435	5.748271031	6.001061803	5.795849504	6.285091699	5.765496768	5.932369337	5.737169014	5.694002879	5.77441265	5.419346441	5.466685569	5.423125578	5.371070883	5.908532055	5.864866121	5.872058014
metab_5267	metab_5267	4.89_447.0699m/z	neg_1851	447.0699417	4.888533333	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.021926393	5.004317392	5.13525747	3.945038061	4.238960019	4.863897125	5.674031054	5.229179368	5.662312002	4.6362262	5.239258424	4.851066188	4.788965989	4.93840645	4.791764004	5.252031195	4.911513744	5.330675886	4.972721233	4.935449963	4.761483349	4.525217402	4.750762424	4.863856282	4.941308908	5.06590782	5.654814683	5.707660878	5.77257832	5.627942351	5.14779195	5.195086019	5.200643196
metab_5270	metab_5270	4.90_158.0814m/z	neg_1854	158.0813609	4.904433333	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.45345362	4.275884557	4.170758826	3.928731842	4.421383276	4.17709922	4.595095523	4.520815447	4.568976157	4.521797596	4.491101101	4.284812915	4.517863498	4.566750438	4.401978089	4.526425612	4.371162167	4.555155129	4.527492238	4.537825469	4.372244553	4.436938987	4.549700872	4.395804602	4.314880992	4.456465501	4.235445094	4.052113559	4.161018961	4.249795642	4.393828694	4.469918154	4.45333739
metab_5271	metab_5271	4.90_723.2360m/z	neg_1855	723.2359749	4.904433333	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.502493629	5.598075807	5.531873473	5.581866747	5.07268809	4.575378308	4.626444883	4.290075308	4.278873867	4.761762745	4.266162859	5.600014147	5.385815997	5.343037865	5.385143177	4.256720654	5.166985279	4.783944205	5.352260528	4.905506007	4.573391909	5.682885914	5.170656049	5.342318265	5.566284721	5.244192753	5.105138908	4.175515814	4.737104618	4.509947793	5.287486489	5.201986467	5.192819499
metab_5272	metab_5272	4.91_611.0945m/z	neg_1856	611.0944532	4.912416667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.794137789	6.625357459	6.815006407	6.188970577	6.244158806	6.287894954	6.841941738	6.222996032	6.386767906	6.877442946	6.785537069	5.995660013	6.472509937	6.77114003	5.905332126	6.286754159	6.751995307	6.525652322	6.398138755	6.576082975	6.09783559	6.218250982	5.750819827	6.780753901	6.908663025	6.631105732	6.591482318	5.876975772	5.876239379	6.263494972	6.523629472	6.521886464	6.526514732
metab_5274	metab_5274	4.92_291.1273m/z	neg_1858	291.1272716	4.920416667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.624391726	6.683828873	6.62520919	6.744716028	6.493753004	6.570788628	6.698313436	6.957214427	6.484793535	6.831889162	6.745608901	6.901679349	6.525617986	7.021492363	6.430007818	6.93812577	6.95092555	6.985286199	6.659808742	6.957525883	6.933268122	6.34019504	6.058751125	6.843701513	6.984817771	6.925439941	6.416853615	6.381746605	6.223174849	6.361578921	6.755384804	6.773659731	6.757786555
metab_5275	Naringenin-7-O-Glucoside	4.92_433.1144m/z	neg_1859	433.1143811	4.920416667	neg	M-H	C21H22O10	41	0	B(i)	0.830808022	-	-	-	-	-	-	45.6	O=C1CC(C2=CC=C(O)C=C2)OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12	5.885081999	5.861417095	5.836587585	5.803893575	5.584364455	5.772356459	6.043644132	6.088891834	5.930193089	6.131032505	5.90289466	5.961807787	5.846211031	5.855537124	5.998564977	6.145226409	6.041609295	5.941340947	5.954049524	6.023319205	5.99879208	5.982205472	5.906761408	6.023047737	5.950953339	5.991293019	5.791380511	5.728527505	5.814820122	5.78839552	5.927259806	5.947202523	5.943811396
metab_5276	metab_5276	4.92_749.2120m/z	neg_1860	749.2120377	4.920416667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.702164621	5.849853443	5.725983629	6.128734874	5.853540382	6.028337073	5.618345369	6.284976863	5.253431753	6.139370254	6.088575198	6.3392632	5.58319189	6.490089772	5.632657821	6.28340557	6.370686895	6.330907371	6.012468972	6.359784605	6.39998573	5.434392591	4.388559485	6.057008396	6.293401752	6.299567847	5.616466985	5.541693014	5.391124051	5.622050689	6.09675982	6.064182113	6.101351307
metab_5277	metab_5277	4.92_827.2047m/z	neg_1861	827.204709	4.920416667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.983462701	5.98784709	5.885822016	5.772642415	5.65802269	5.925479101	5.353807372	5.692296834	5.320639205	4.700615645	4.861597541	6.02719726	5.857789073	6.228335039	6.066994233	4.671325487	5.289150046	5.324998621	6.076519138	5.360719923	6.203731422	6.215556536	6.057782371	6.028963111	5.808661373	5.830187568	5.774749472	4.981040899	5.573681285	5.501563193	5.80188608	5.736829442	5.772576997
metab_5278	(-)-Epigallocatechin 3-P-Coumaroate	4.93_451.1038m/z	neg_1862	451.1037528	4.928416667	neg	M-H	C24H20O9	0	73.2	B(ii)	0.656862861	-	HMDB0038362	-	89013-65-0	-	-	53	O=C(C=CC1=CC=C(O)C=C1)OC1CC2=C(C=C(O)C=C2O)OC1C1=CC(O)=C(O)C(O)=C1	6.189449771	6.381937591	6.296283945	6.659907581	6.628483013	6.607386036	5.934128649	6.103657257	5.594025355	6.278744388	6.147027519	6.34194759	6.414407501	6.340863934	6.604297588	6.343372436	6.299342648	6.113753881	6.518511386	6.227898473	6.500962933	6.495269176	6.557576648	6.324075126	6.497334692	6.501361381	6.34794426	6.002612486	6.000844789	6.159730459	6.380613718	6.3908038	6.389798392
metab_5280	metab_5280	4.94_321.1555m/z	neg_1864	321.1554821	4.9364	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.493963976	4.950455901	4.824265004	5.314539041	4.904834269	4.796233047	4.748806811	5.451773307	5.024112369	5.121637172	4.836394958	4.80924643	5.119966978	5.057714319	4.983636387	4.119821779	4.789230273	5.34657054	5.066932825	5.028431291	5.863632832	5.123945855	4.812830663	4.691996933	5.16731045	5.070355185	4.083331081	4.990927556	4.136585806	4.60761776	5.054918397	5.068230192	5.109243099
metab_5281	Quercetin 3-Arabinoside	4.94_433.0781m/z	neg_1865	433.0780765	4.9364	neg	M-H	C20H18O11	57.2	0	B(i)	1.017170593	-	HMDB0033795	-	22255-13-6	-	-	49	O=C1C(OC2OC(CO)C(O)C2O)=C(C2=CC=C(O)C(O)=C2)OC2=C1C(O)=CC(O)=C2	5.561382654	5.631929252	5.601362928	6.012802385	5.664964033	5.389476983	5.422373352	5.608592318	4.51831391	5.759904794	5.526964383	5.298260318	6.001035634	5.539182056	5.487518946	5.839909477	5.71200788	5.602608884	5.710034185	5.733754107	6.390333409	6.127835066	5.908749853	5.964742538	6.10074881	5.660600621	5.356198381	5.057892413	4.308299443	5.065826705	5.808869849	5.819606854	5.752828784
metab_5282	"6-O-P-Coumaroyl-1,2-Digalloylglucose"	4.94_629.1151m/z	neg_1866	629.1150975	4.9364	neg	M-H	C29H26O16	53	0	B(i)	0.458921233	-	HMDB0039170	-	-	-	-	47.3	O=C(C=CC1=CC=C(O)C=C1)OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C1O	5.842769039	5.733716807	5.438375476	6.219575633	6.24188859	6.073301505	5.853550262	5.842446539	6.063428304	5.935748583	5.434810678	5.473259725	5.354832032	5.842819297	5.73954207	5.425281117	5.514597865	5.939255715	5.72350778	5.738422221	5.558672757	4.913688342	4.891114871	5.700098682	5.279403813	5.875983362	5.668424398	5.263231077	5.955291592	5.638483579	5.799776081	5.793857942	5.751045883
metab_5283	metab_5283	4.94_127.0753m/z	neg_1867	127.0753444	4.944366667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.394349015	4.285375887	4.109149918	2.306774027	2.299794099	2.297805735	2.369990792	3.371497293	3.398452654	4.176219168	3.772217017	4.291181444	3.942226068	4.006779481	3.431638968	3.488381984	3.892077716	2.359221533	3.569841847	3.276854039	4.024552197	3.66163107	3.713315649	4.361285173	4.373670776	4.567158049	4.077814232	3.868946378	3.897917003	3.794961597	4.038658114	3.959113083	3.948845655
metab_5284	Garcinia Biflavonoid 2	4.94_619.1094m/z	neg_1868	619.1093868	4.944366667	neg	M+FA-H	C30H22O12	0	64.1	B(ii)	0.100673897	-	HMDB0252640	nonnatural	-	-	-	49.8	O=C1C2=C(O)C=C(O)C(C3C(=O)C4=C(O)C=C(O)C=C4OC3C3=CC=C(O)C=C3)=C2OC(C2=CC=C(O)C(O)=C2)C1O	5.511425825	6.052424531	5.688686324	6.005253171	6.350125072	6.243867495	5.743971847	6.077205655	4.90188833	6.391018461	6.298593084	5.874390904	5.90323639	5.699727266	6.431521317	5.814827363	5.958879886	5.97043348	6.214016971	5.941368305	6.250776198	5.977864709	6.309842113	5.195085446	5.364299948	5.497728799	4.71091921	5.640870909	6.076511374	5.738295311	5.961749761	6.029693157	6.015883058
metab_5285	Mauritianin	4.94_739.2098m/z	neg_1869	739.2097893	4.944366667	neg	M-H	C33H40O19	89.9	0	B(i)	0.927688106	-	HMDB0040562;LMPK12111679	-	109008-28-8;	-	-	57.4	CC1OC(OCC2OC(OC3=C(C4=CC=C(O)C=C4)OC4=CC(O)=CC(O)=C4C3=O)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	8.567152006	8.463623797	8.577969146	6.530027863	6.386015345	6.195517908	8.343850011	7.435342053	7.924228653	6.503507119	6.355639893	8.0171735	8.325853114	7.429645192	7.972578325	6.906465414	7.956899006	7.69345147	8.032788725	7.733208803	8.137896352	8.197581968	7.836881347	8.378801464	8.553369351	8.519329735	8.231248428	7.278517811	8.17844016	8.062496218	8.113781203	8.115402228	8.110374605
metab_5286	Isorhamnetin 3-Sophoroside 7-Rhamnoside	4.94_807.1972m/z	neg_1870	807.1972018	4.944366667	neg	M+Na-2H	C34H42O21	0	75.2	B(ii)	0.859348607	-	HMDB0303693	-	-	-	-	51.9	COC1=CC(C2=C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C(=O)C3=C(O)C=C(OC4OC(C)C(O)C(O)C4O)C=C3O2)=CC=C1O	6.032228095	5.985398952	5.911293441	4.275552364	4.268537918	4.266539618	5.740459368	4.330492376	5.252252893	4.326426897	4.306579815	5.209414676	5.777158493	4.337024556	4.332069303	4.297137564	5.16913745	4.328242155	5.215046504	4.32340908	5.277601214	5.730964655	5.290745059	5.815519415	6.011832813	6.046455607	5.540649201	4.215932284	5.470066456	5.424132243	5.271436684	5.414086283	5.23358482
metab_5287	Coatlin A	4.95_435.1297m/z	neg_1871	435.1296558	4.952283333	neg	M-H	C21H24O10	66	0	B(i)	-0.033820736	-	-	-	-	-	-	51	O=C(C1=C(O)C(C2OC(CO)C(O)C(O)C2O)=C(O)C=C1)C(O)CC1=CC=C(O)C=C1	5.909189157	6.055634142	6.054105982	6.120847357	6.026151659	5.914488855	5.745506413	5.466732033	5.503815488	5.610839697	5.839574265	5.833464895	6.0556419	5.591407568	6.24837118	5.956721571	5.77657877	5.707926533	6.083365983	5.7668374	6.568987128	6.124309778	6.150866391	5.890675868	6.067210944	5.970441542	5.811646797	5.837926911	5.44608561	5.6929005	6.020248962	6.025423616	5.989465607
metab_5290	metab_5290	4.96_479.2499m/z	neg_1874	479.2499057	4.960266667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.145195152	5.241392946	5.14687781	5.462783119	5.569374056	5.426308457	5.336904527	5.413987283	5.155938761	5.177068799	5.297281929	5.187748123	5.014992107	5.351027977	5.015127783	5.33882886	5.273028596	5.328617469	5.146113233	5.373352117	4.689975428	5.014311208	5.181317856	5.202282186	5.312928799	5.129207085	5.090853661	4.598992889	5.139764748	5.017836601	5.302027491	5.214996567	5.29363633
metab_5291	metab_5291	4.97_463.2188m/z	neg_1875	463.2187622	4.968233333	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.11139334	7.042564235	7.259905619	6.911491161	7.005778716	6.807562529	6.54750471	6.833305386	6.562182776	6.297889396	6.913843131	6.70558205	6.868667778	6.755858182	6.421128794	6.754091776	6.668149926	7.000898528	6.671884094	6.878882705	6.81780941	6.34524826	6.416605561	6.775118038	6.916837195	6.735055317	6.71415196	6.895029479	6.696905168	6.784026447	6.846966379	6.845100275	6.840325175
metab_5293	metab_5293	4.97_813.1882m/z	neg_1877	813.1881775	4.968233333	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.701487183	5.659909123	5.616427358	4.446143138	4.43912857	4.777413923	5.097876384	4.646808811	4.489882373	4.497018498	4.477171105	4.528239	5.528047638	5.36096998	5.768645028	4.493531675	5.586003157	4.498833783	5.762667565	4.83502202	4.503781414	5.838327953	5.59141481	5.849179343	5.696912303	5.405223453	4.423908921	4.386521957	4.394453373	4.409391129	5.160990184	5.291030841	5.292714516
metab_5295	metab_5295	4.98_426.1406m/z	neg_1879	426.1405748	4.97605	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.974076038	4.672528089	5.491015473	6.442799153	6.974831826	6.785602956	5.103879666	3.981053388	3.96985255	5.07537627	5.627817182	5.624494516	4.771645168	5.505897795	5.419157975	3.947700578	3.968923039	4.655740445	4.336421173	3.973970504	3.983750568	3.987886396	5.459092561	3.99751603	5.152890296	5.653345095	4.325732242	4.672151799	4.281460774	4.296398375	5.801835663	5.714626624	5.752735547
metab_5296	metab_5296	4.98_499.1955m/z	neg_1880	499.1954638	4.97605	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.241395182	5.295031586	5.373967449	4.941293615	5.012232968	4.700316068	4.213052207	4.96226163	4.23134007	4.083976075	4.890855607	4.557205084	5.016120817	4.828230707	3.978531411	4.326687524	4.409854558	5.06099524	4.692526607	4.847524596	4.795016558	4.013188465	4.089370262	4.811498669	5.093086647	4.685678142	4.571859282	4.763420021	4.815908158	4.491209505	5.000320382	4.856362489	4.891805272
metab_5297	metab_5297	4.98_526.2146m/z	neg_1881	526.2146182	4.97605	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.800206518	5.697456142	5.970450864	5.391080725	5.514933836	5.218330031	4.835711179	5.40067774	4.808906201	4.481129252	5.269163237	5.074475934	5.526041129	5.238597877	4.463116088	5.113927399	5.138732839	5.52106166	5.09530615	5.313675039	5.266897596	4.492028282	4.772103937	5.358657194	5.568057924	5.338076531	5.076791875	5.351154418	5.143173547	5.097697443	5.34594342	5.355367132	5.296278864
metab_5298	Zibotentan	4.99_893.1938m/z	neg_1882	893.1938001	4.99195	neg	2M+FA-H	C19H16N6O4S	0	46.1	B(ii)	5.717120886	-	HMDB0260003	nonnatural	-	-	-	44.9	COC1=NC(C)=CN=C1NS(=O)(=O)C1=CC=CN=C1C1=CC=C(C2=NN=CO2)C=C1	5.690894509	5.972406148	5.91734729	6.507069454	6.428644304	6.46972929	5.34481742	5.772252871	4.557180008	5.952817819	5.90061155	6.038275003	6.067593823	6.026828263	6.452163812	6.057044212	6.012403232	5.547472772	6.352833353	5.788880922	6.35944295	6.095528605	6.285922721	5.994008321	6.206373749	6.25877203	6.043376415	5.482328245	5.687782886	5.891976065	6.089255186	6.112736006	6.159317521
metab_5299	metab_5299	5.00_449.1670m/z	neg_1883	449.1669877	4.999933333	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.986627992	4.991864096	5.06906046	4.593805882	4.530012648	3.94805516	4.720908865	4.663501341	4.000803515	4.848636331	3.988093117	5.020260615	5.239145687	5.314458625	5.204746893	3.978651375	4.593823628	4.708342949	5.284801465	4.409580941	4.812583849	5.716926647	5.166659741	5.242680463	5.462820359	5.520126669	4.515509861	3.89745097	3.905381713	3.920318235	4.963410966	5.048411366	4.939824441
metab_5300	metab_5300	5.00_463.0652m/z	neg_1884	463.0651519	4.999933333	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7.278930486	7.250225239	7.218254186	7.100087305	7.158233972	7.091041886	7.401166645	7.344887488	7.576480982	7.325973815	7.319605696	7.216527864	7.305888652	7.255221941	7.179581165	7.412547988	7.340504666	7.397763293	7.239945825	7.379038621	7.313155646	7.341932826	7.429087262	7.287510366	7.15966852	7.29243539	7.178325135	7.388969336	7.347012777	7.292383184	7.319438212	7.313777211	7.306344579
metab_5301	metab_5301	5.01_321.0981m/z	neg_1885	321.0980598	5.0078	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.457437021	5.61939866	5.457972068	5.276104285	5.536636496	5.656824901	5.653599157	5.725277699	5.469436795	5.36533986	5.390430769	5.373688843	5.091098114	5.809259244	5.104874976	5.904538777	5.578531682	5.651372729	5.402502611	5.663925398	5.261045109	5.43503362	4.805798703	5.813966572	5.332777884	5.780927499	4.74436199	5.361422902	4.848181586	4.968953002	5.517811506	5.567643705	5.516791185
metab_5303	metab_5303	5.02_763.1864m/z	neg_1887	763.186385	5.015716667	neg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.326236767	6.39935982	6.335915968	6.111243395	6.349371172	6.471438216	6.425778963	6.456033096	6.255034405	6.144734189	6.283383633	6.176332684	5.983284892	6.635240124	6.034396723	6.677774697	6.396246862	6.36377711	6.27494847	6.409231707	6.032940379	6.166754868	5.979518244	6.541963715	6.057253044	6.567088196	5.631438957	6.281024041	5.864828171	5.997843469	6.303047478	6.357380379	6.348324402
metab_5304	Trichotetronine	5.02_555.2239m/z	neg_1888	555.2238782	5.023516667	neg	M+Hac-H	C28H32O8	48.2	0	B(i)	0.524470896	-	-	-	-	-	-	45.8	CC=CC=CC(=O)C1C(C2(C)OC(=O)C(C)=C2O)C2C(=C(O)C=CC=CC)C(=O)C1(C)C(=O)C2(C)O	5.118277142	5.233850585	5.032401843	5.626425071	5.335015322	5.240982878	4.730416476	5.33368549	4.316237923	5.133450302	5.268410559	5.350112907	5.467493102	5.484446648	5.295982106	5.554479206	5.42572679	5.261098625	5.321925801	5.346977528	5.25583046	5.429368885	5.50102981	5.517545631	5.169811144	5.255957756	4.839216666	4.79948252	4.622077529	4.54967377	5.369434143	5.2081399	5.33682197
